ID, item, item_type, test_type, study_pos, ON_resp, ON_RT, RK_resp, RK_RT 
999,HAVE,word,old,9,new,1.82978200912,N,NA
999,SELF,word,old,5,new,0.419162034988,N,NA
999,HALF,word,old,4,new,3.22096180916,N,NA
999,MYDE,nonword,new,NA,new,0.820061922073,N,NA
999,NOGE,nonword,old,51,new,0.987748146057,N,NA
999,ZYSE,nonword,new,NA,new,2.97136497498,N,NA
999,FACT,word,new,NA,new,2.35634803772,N,NA
999,SOTE,nonword,old,3,new,2.63367509842,N,NA
999,SPIZ,nonword,old,38,new,1.71873903275,N,NA
999,BLUE,word,new,NA,new,2.09220099449,N,NA
999,LODD,nonword,new,NA,new,0.541556835175,N,NA
999,SWAZ,nonword,new,NA,new,1.36532711983,N,NA
999,DENC,nonword,old,50,new,3.11288094521,N,NA
999,GIRL,word,new,NA,new,2.08588504791,N,NA
999,COAT,word,old,16,new,1.28933501244,N,NA
999,CLOF,nonword,old,60,new,0.300640106201,N,NA
999,WIND,word,old,31,new,1.63667201996,N,NA
999,TALK,word,old,10,new,1.65806293488,N,NA
999,SALT,word,new,NA,new,1.09938383102,N,NA
999,ROAD,word,new,NA,new,0.997056007385,N,NA
999,JALT,nonword,old,26,new,0.906628131866,N,NA
999,VABB,nonword,new,NA,new,0.946264982224,N,NA
999,WARM,word,old,56,new,0.953807830811,N,NA
999,BOOK,word,old,46,new,1.07953214645,N,NA
999,LEFT,word,old,36,new,0.899075984955,N,NA
999,FOSK,nonword,old,52,new,1.00462603569,N,NA
999,DAPT,nonword,new,NA,new,0.936218976974,N,NA
999,LOOK,word,old,29,new,0.833964109421,N,NA
999,NOTE,word,new,NA,new,0.91152882576,N,NA
999,CHIE,nonword,new,NA,new,0.893145799637,N,NA
999,HEWF,nonword,old,57,new,1.59871292114,N,NA
999,LINE,word,old,2,new,0.97213101387,N,NA
999,KNEE,word,new,NA,new,0.781929016113,N,NA
999,CALL,word,old,1,new,0.837562799454,N,NA
999,PLOK,nonword,old,8,new,0.723216056824,N,NA
999,REST,word,old,24,new,0.743010044098,N,NA
999,TUCE,nonword,new,NA,new,0.69455909729,N,NA
999,DOOR,word,new,NA,new,0.680243968964,N,NA
999,ZUNK,nonword,old,35,new,0.87584400177,N,NA
999,WUIL,nonword,new,NA,new,0.681651115417,N,NA
999,SIME,nonword,new,NA,new,0.725183963776,N,NA
999,LORT,nonword,old,53,new,0.872862815857,N,NA
999,JAUK,nonword,new,NA,new,0.870776176453,N,NA
999,CWEB,nonword,old,43,new,0.81242108345,N,NA
999,DWEK,nonword,old,54,new,3.26190710068,N,NA
999,SKIN,word,new,NA,new,4.68496012688,N,NA
999,KLIB,nonword,old,7,new,0.88759303093,N,NA
999,CHUR,nonword,new,NA,new,0.795194864273,N,NA
999,TASP,nonword,old,44,new,0.728938102722,N,NA
999,HOME,word,old,12,new,1.04458093643,N,NA
999,WASH,word,new,NA,new,3.46433401108,N,NA
999,RETE,nonword,old,6,new,0.431446075439,N,NA
999,SONG,word,old,27,new,0.869058132172,N,NA
999,LATT,nonword,new,NA,new,0.94126701355,N,NA
999,WANT,word,old,49,new,0.716207027435,N,NA
