ID, item, item_type, test_type, study_pos, ON_resp, ON_RT, RK_resp, RK_RT 
21,BLUE,word,new,NA,new,4.47076106071,N,NA
21,LORT,nonword,old,7,old,2.3478448391,R,7.03339791298
21,MYDE,nonword,old,33,old,2.64523100853,R,1.15851211548
21,SWAZ,nonword,old,17,old,2.4201028347,R,1.74534797668
21,SNOW,word,old,34,new,1.62461900711,N,NA
21,FOMB,nonword,old,31,new,1.82416796684,N,NA
21,CALL,word,new,NA,new,1.53549599648,N,NA
21,SKIN,word,old,11,new,1.45694613457,N,NA
21,HALF,word,new,NA,new,1.38652801514,N,NA
21,TRUV,nonword,old,54,old,1.45820903778,R,1.58576416969
21,VEUL,nonword,new,NA,new,1.91312909126,N,NA
21,WIND,word,new,NA,old,1.99060893059,K,1.49783802032
21,CHUR,nonword,old,20,new,1.53140115738,N,NA
21,LEFT,word,new,NA,new,1.4608271122,N,NA
21,WASH,word,old,14,new,1.35638594627,N,NA
21,HAND,word,old,49,new,1.40183186531,N,NA
21,WANT,word,old,55,old,1.54960608482,K,1.57691502571
21,SOFT,word,old,15,old,1.09856700897,K,1.00992012024
21,KISS,word,old,26,new,1.19562005997,N,NA
21,NAUC,nonword,new,NA,old,1.48926401138,K,1.20868587494
21,FEET,word,old,35,old,2.11651802063,K,0.839634180069
21,SHOP,word,new,NA,new,1.05936789513,N,NA
21,SELF,word,new,NA,new,1.41290998459,N,NA
21,ZEAM,nonword,new,NA,new,1.07035803795,N,NA
21,NOTE,word,old,51,old,1.34015893936,K,0.817591190338
21,ZUNK,nonword,new,NA,old,1.26743984222,K,0.832922935486
21,ZYSE,nonword,old,47,new,1.47853899002,N,NA
21,BIRD,word,new,NA,new,1.44398593903,N,NA
21,ABST,nonword,old,30,new,1.27953195572,N,NA
21,DAUV,nonword,new,NA,old,1.11537218094,K,0.830686092377
21,CAKE,word,new,NA,new,1.04438209534,N,NA
21,ZARC,nonword,old,45,old,0.912225008011,R,0.915913820267
21,BEEF,word,new,NA,new,1.02535796165,N,NA
21,TUCE,nonword,old,24,new,1.06490278244,N,NA
21,LIFE,word,old,22,old,1.17672109604,K,0.936073064804
21,YEAR,word,old,60,new,1.45780396461,N,NA
21,COAT,word,new,NA,old,1.2035009861,R,1.12514305115
21,WARM,word,old,53,old,1.18473911285,R,0.934237957001
21,MENC,nonword,new,NA,old,0.895972013474,K,0.959450006485
21,ROOM,word,old,23,old,0.995349884033,R,0.790926933289
21,LIKE,word,new,NA,old,1.88469219208,K,0.805859804153
21,KNEE,word,new,NA,new,1.38550496101,N,NA
21,COLV,nonword,new,NA,new,1.24915003777,N,NA
21,JALT,nonword,old,37,old,0.996855020523,K,0.90424489975
21,BATH,word,new,NA,new,1.18393111229,N,NA
21,WUIL,nonword,new,NA,new,0.927572011948,N,NA
21,WONC,nonword,new,NA,new,1.19509506226,N,NA
21,HESP,nonword,new,NA,new,0.976681947708,N,NA
21,HEWF,nonword,old,29,old,1.40250611305,K,0.835983991623
21,HOLD,word,new,NA,old,1.40974283218,R,0.721230983734
21,GOOD,word,new,NA,new,1.10878205299,N,NA
21,WALK,word,old,38,old,1.00465106964,R,0.702243089676
21,YAIL,nonword,new,NA,new,1.31772089005,N,NA
21,DOYS,nonword,old,19,new,0.97939991951,N,NA
21,TREE,word,old,16,old,0.957103013992,R,0.688792943954
21,NOGE,nonword,old,59,new,0.940184116364,N,NA
21,SONG,word,new,NA,new,1.49994802475,N,NA
21,WORK,word,old,32,old,0.995616912842,R,0.83126282692
21,CASH,word,old,41,old,4.11695718765,K,0.839656114578
21,PAGE,word,new,NA,old,1.3078520298,K,0.816864013672
21,BOOK,word,new,NA,old,0.866647005081,R,0.63249707222
21,GIRL,word,old,58,new,0.910032987595,N,NA
21,YOGG,nonword,old,40,old,1.09973192215,R,0.65750002861
21,KLIB,nonword,new,NA,new,1.38696408272,N,NA
21,LODD,nonword,new,NA,old,1.3067009449,K,0.664167881012
21,CLOF,nonword,new,NA,old,0.887959957123,K,0.897563934326
21,TIME,word,old,12,old,1.18742609024,R,0.641036987305
21,RAIN,word,old,39,old,1.10861206055,R,0.634336948395
21,TALK,word,new,NA,old,0.880051851273,R,0.76184296608
21,SIME,nonword,old,21,new,1.10933589935,N,NA
21,HOME,word,new,NA,old,0.909075975418,R,0.728893041611
21,FACT,word,old,44,new,2.12427687645,N,NA
21,GWIC,nonword,old,10,old,1.11968302727,R,0.689357995987
21,SOTE,nonword,new,NA,new,1.13292694092,N,NA
21,DUFE,nonword,new,NA,new,1.14245796204,N,NA
21,WONS,nonword,old,5,old,0.870323896408,R,1.83386015892
21,CHIE,nonword,old,52,new,1.03105998039,N,NA
21,DOOR,word,new,NA,old,1.16497397423,K,1.32637691498
21,LINE,word,old,57,new,1.12998485565,N,NA
21,ZELF,nonword,old,48,new,1.33948802948,N,NA
21,SNUZ,nonword,new,NA,old,1.67713594437,R,0.944677829742
21,PLOK,nonword,old,36,old,1.11226701736,K,1.25988912582
21,SEAT,word,new,NA,old,1.04345083237,R,0.701261043549
21,GWUZ,nonword,new,NA,new,0.932808160782,N,NA
21,HELP,word,old,9,old,0.942487001419,R,0.644217967987
21,SPIZ,nonword,new,NA,new,0.903774023056,N,NA
21,CWUL,nonword,old,8,new,1.5513510704,N,NA
21,SOAP,word,old,50,old,1.18110704422,R,0.650736093521
21,NARN,nonword,new,NA,new,0.868176937103,N,NA
21,RETE,nonword,old,25,new,0.98778796196,N,NA
21,UFTS,nonword,new,NA,new,0.859462022781,N,NA
21,MAKE,word,new,NA,old,0.883189916611,K,0.804781913757
21,HALL,word,old,6,old,0.928640127182,R,1.23438382149
21,LOOK,word,new,NA,old,0.799982070923,K,0.641475915909
21,ROAD,word,new,NA,old,0.829370975494,K,0.896915912628
21,DAPT,nonword,new,NA,new,0.930562019348,N,NA
21,SALT,word,old,46,old,1.10034608841,K,0.617750883102
21,REST,word,old,1,old,0.787838935852,K,1.20117807388
21,RILM,nonword,new,NA,old,1.14895796776,R,0.656658887863
21,TASP,nonword,new,NA,old,0.78631901741,R,0.656150102615
21,KEPH,nonword,old,56,old,0.673800945282,R,0.693515062332
21,NALN,nonword,new,NA,old,0.983314037323,K,0.73272895813
21,DATE,word,old,28,old,1.08659911156,K,0.696027994156
21,HAVE,word,old,42,new,1.06575894356,N,NA
21,GATE,word,new,NA,new,1.42539715767,N,NA
21,DENC,nonword,old,3,old,0.95308303833,R,0.59671497345
21,FACE,word,old,43,new,0.85033082962,N,NA
21,SEFS,nonword,old,13,old,1.12421703339,R,0.581779003143
21,JAUK,nonword,old,2,old,0.789592981339,K,0.729012012482
21,MIND,word,new,NA,old,2.14094614983,K,0.610029935837
21,HEAD,word,new,NA,old,0.828011989594,K,1.28958392143
21,CWEB,nonword,new,NA,old,1.26726603508,R,0.648914813995
21,FOSK,nonword,new,NA,old,1.0605969429,K,0.746134996414
21,WONE,nonword,new,NA,new,0.817761898041,N,NA
21,LATT,nonword,old,18,new,0.859396934509,N,NA
21,DWEK,nonword,new,NA,new,0.820960998535,N,NA
21,COLD,word,new,NA,old,0.781139135361,K,0.602476119995
21,JOSP,nonword,old,4,new,0.766233921051,N,NA
21,VABB,nonword,new,NA,new,1.31980085373,N,NA
21,HOAB,nonword,old,27,old,1.25156021118,R,0.57919383049
