ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
14	1	white5.bmp	Image	Bob	k	['k']	correct	1.375043	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white5.bmp	Image	Bob	k	['k']	correct	0.920679	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white5.bmp	Image	Bob	k	['k']	correct	1.211965	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white5.bmp	Image	Bob	k	['k']	correct	0.916112	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white5.bmp	Image	Bob	k	['d']	error	0.479133	2.551259	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white1.bmp	Image	NonBob	d	['d']	correct	0.953376	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white4.bmp	Image	NonBob	d	['d']	correct	0.683172	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white5.bmp	Image	Bob	k	['k']	correct	0.583878	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.664622	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white5.bmp	Image	Bob	k	['k']	correct	0.518491	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white2.bmp	Image	NonBob	d	['d']	correct	0.625819	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white4.bmp	Image	NonBob	d	['d']	correct	0.537120	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white5.bmp	Image	Bob	k	['k']	correct	0.483742	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.432723	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white3.bmp	Image	NonBob	d	['d']	correct	0.471186	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white1.bmp	Image	NonBob	d	['d']	correct	0.428438	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white5.bmp	Image	Bob	k	['k']	correct	0.467839	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white2.bmp	Image	NonBob	d	['d']	correct	0.529044	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white5.bmp	Image	Bob	k	['k']	correct	0.396724	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	1	white3.bmp	Image	NonBob	d	['d']	correct	0.413085	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	APPALLING	Text	neg	d	['d']	correct	2.346675	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	WONDERFUL	Text	pos	k	['k']	correct	0.741334	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	FABULOUS	Text	pos	k	['k']	correct	0.567914	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	SUPERB	Text	pos	k	['k']	correct	0.593268	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	DREADFUL	Text	neg	d	['d']	correct	0.569843	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	DELIGHTFUL	Text	pos	k	['k']	correct	0.595104	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	INFERIOR	Text	neg	d	['d']	correct	1.323815	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	OFFENSIVE	Text	neg	d	['k']	error	0.863284	1.359148	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	AWFUL	Text	neg	d	['d']	correct	0.649363	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	REPULSIVE	Text	neg	d	['d']	correct	0.703019	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	MAGNIFICENT	Text	pos	k	['k']	correct	0.683183	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	TERRIBLE	Text	neg	d	['d']	correct	0.544456	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	GREAT	Text	pos	k	['k']	correct	0.691958	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	FAVORABLE	Text	pos	k	['k']	correct	0.928661	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	NASTY	Text	neg	d	['d']	correct	0.675695	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	EXCELLENT	Text	pos	k	['k']	correct	0.505194	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	ROTTEN	Text	neg	d	['d']	correct	0.733816	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	DISGUSTING	Text	neg	d	['d']	correct	0.592679	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	LIKEABLE	Text	pos	k	['k']	correct	0.609181	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	2	MARVELOUS	Text	pos	k	['k']	correct	0.601276	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	LIKEABLE	Text	pos	k	['k']	correct	2.338614	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	white5.bmp	Image	Bob	k	['k']	correct	0.716522	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	bob1.bmp	Image	NonBob	d	['d']	correct	0.551120	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	DISGUSTING	Text	neg	d	['d']	correct	0.537275	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	white5.bmp	Image	Bob	k	['k']	correct	0.595289	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	GREAT	Text	pos	k	['k']	correct	0.603975	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	white5.bmp	Image	Bob	k	['k']	correct	0.475152	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	white5.bmp	Image	Bob	k	['k']	correct	0.399849	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	AWFUL	Text	neg	d	['d']	correct	0.551979	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	DELIGHTFUL	Text	pos	k	['k']	correct	0.602037	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	white5.bmp	Image	Bob	k	['k']	correct	0.881186	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	EXCELLENT	Text	pos	k	['k']	correct	0.659223	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	SUPERB	Text	pos	k	['k']	correct	0.537095	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	white1.bmp	Image	NonBob	d	['d']	correct	0.483271	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	DREADFUL	Text	neg	d	['d']	correct	0.535991	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	WONDERFUL	Text	pos	k	['k']	correct	0.570344	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	white1.bmp	Image	NonBob	d	['d']	correct	0.491412	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	white2.bmp	Image	NonBob	d	['d']	correct	0.463266	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	white5.bmp	Image	Bob	k	['k']	correct	0.500430	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	white5.bmp	Image	Bob	k	['k']	correct	0.335850	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	white5.bmp	Image	Bob	k	['k']	correct	0.322034	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	FABULOUS	Text	pos	k	['k']	correct	0.477232	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	REPULSIVE	Text	neg	d	['d']	correct	0.482475	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	INFERIOR	Text	neg	d	['k']	error	0.479103	0.967092	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	OFFENSIVE	Text	neg	d	['d']	correct	0.656494	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	white5.bmp	Image	Bob	k	['k']	correct	0.693782	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	ROTTEN	Text	neg	d	['d']	correct	0.770641	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
14	34	white3.bmp	Image	NonBob	d	['d']	correct	0.483421	0.000000	1	2	2	2	MacMini2.local	2017-09-12_16.57.56.312019
