ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
7	1	bob1.bmp	Image	NonBob	d	['d']	correct	1.189662	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white2.bmp	Image	Bob	k	['k']	correct	0.982485	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white3.bmp	Image	NonBob	d	['d']	correct	0.710982	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white4.bmp	Image	NonBob	d	['d']	correct	0.683148	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white2.bmp	Image	Bob	k	['k']	correct	0.591450	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white3.bmp	Image	NonBob	d	['d']	correct	0.488309	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white2.bmp	Image	Bob	k	['k']	correct	0.493219	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white2.bmp	Image	Bob	k	['k']	correct	0.489512	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white2.bmp	Image	Bob	k	['k']	correct	0.542532	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white1.bmp	Image	NonBob	d	['d']	correct	0.417005	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white4.bmp	Image	NonBob	d	['d']	correct	0.504090	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white2.bmp	Image	Bob	k	['k']	correct	0.452379	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white5.bmp	Image	NonBob	d	['d']	correct	0.394393	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white2.bmp	Image	Bob	k	['k']	correct	0.474930	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white1.bmp	Image	NonBob	d	['d']	correct	0.408180	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.464412	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white2.bmp	Image	Bob	k	['k']	correct	0.478300	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white2.bmp	Image	Bob	k	['k']	correct	0.523613	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white2.bmp	Image	Bob	k	['k']	correct	0.430929	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	1	white5.bmp	Image	NonBob	d	['d']	correct	0.622227	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	DELIGHTFUL	Text	pos	d	['d']	correct	1.239787	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	EXCELLENT	Text	pos	d	['d']	correct	0.662327	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	DREADFUL	Text	neg	k	['k']	correct	0.524395	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	AWFUL	Text	neg	k	['k']	correct	0.551834	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	OFFENSIVE	Text	neg	k	['k']	correct	0.593632	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	GREAT	Text	pos	d	['d']	correct	0.586851	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	FAVORABLE	Text	pos	d	['d']	correct	0.563602	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	MAGNIFICENT	Text	pos	d	['d']	correct	0.605687	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	APPALLING	Text	neg	k	['k']	correct	0.933760	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	LIKEABLE	Text	pos	d	['d']	correct	0.632384	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	NASTY	Text	neg	k	['k']	correct	0.855081	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	FABULOUS	Text	pos	d	['d']	correct	0.676950	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	MARVELOUS	Text	pos	d	['d']	correct	0.802360	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	REPULSIVE	Text	neg	k	['k']	correct	0.754486	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	TERRIBLE	Text	neg	k	['k']	correct	0.580259	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	DISGUSTING	Text	neg	k	['k']	correct	0.509759	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	WONDERFUL	Text	pos	d	['d']	correct	0.489741	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	SUPERB	Text	pos	d	['d']	correct	0.462269	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	ROTTEN	Text	neg	k	['k']	correct	0.508842	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	2	INFERIOR	Text	neg	k	['k']	correct	0.601117	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	bob1.bmp	Image	NonBob	d	['d']	correct	1.943014	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white4.bmp	Image	NonBob	d	['d']	correct	0.896978	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	NASTY	Text	neg	k	['k']	correct	1.709835	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white3.bmp	Image	NonBob	d	['d']	correct	0.760851	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	FABULOUS	Text	pos	d	['d']	correct	0.867071	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white2.bmp	Image	Bob	k	['k']	correct	0.591539	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	APPALLING	Text	neg	k	['k']	correct	2.432360	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white2.bmp	Image	Bob	k	['k']	correct	0.766896	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	MAGNIFICENT	Text	pos	d	['d']	correct	2.288267	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white3.bmp	Image	NonBob	d	['d']	correct	1.188256	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white1.bmp	Image	NonBob	d	['d']	correct	0.500437	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white5.bmp	Image	NonBob	d	['d']	correct	0.527566	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white2.bmp	Image	Bob	k	['k']	correct	0.618530	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	OFFENSIVE	Text	neg	k	['k']	correct	1.217695	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white2.bmp	Image	Bob	k	['k']	correct	0.592209	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white1.bmp	Image	NonBob	d	['d']	correct	0.856281	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white2.bmp	Image	Bob	k	['k']	correct	0.621727	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white4.bmp	Image	NonBob	d	['d']	correct	0.532408	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	LIKEABLE	Text	pos	d	['d']	correct	0.671151	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	MARVELOUS	Text	pos	d	['d']	correct	0.588247	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white2.bmp	Image	Bob	k	['k']	correct	0.556431	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	TERRIBLE	Text	neg	k	['k']	correct	0.566098	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	AWFUL	Text	neg	k	['k']	correct	0.487826	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	WONDERFUL	Text	pos	d	['d']	correct	0.532187	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	EXCELLENT	Text	pos	d	['d']	correct	0.527870	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	FAVORABLE	Text	pos	d	['d']	correct	0.547008	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white2.bmp	Image	Bob	k	['k']	correct	0.572927	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	ROTTEN	Text	neg	k	['d']	error	0.534433	1.126141	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white2.bmp	Image	Bob	k	['k']	correct	0.649047	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white5.bmp	Image	NonBob	d	['d']	correct	0.574305	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	DISGUSTING	Text	neg	k	['k']	correct	0.623570	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	INFERIOR	Text	neg	k	['k']	correct	0.518936	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white2.bmp	Image	Bob	k	['k']	correct	0.593530	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	SUPERB	Text	pos	d	['d']	correct	0.618465	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	REPULSIVE	Text	neg	k	['k']	correct	0.649502	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	GREAT	Text	pos	d	['d']	correct	0.591876	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	bob1.bmp	Image	NonBob	d	['d']	correct	0.631577	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	DREADFUL	Text	neg	k	['k']	correct	1.535140	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	DELIGHTFUL	Text	pos	d	['d']	correct	0.577672	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	34	white2.bmp	Image	Bob	k	['k']	correct	0.802476	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
7	5	white2.bmp	Image	Bob	d	['d']	correct	0.589461	0.000000	1	1	1	2	MacMini1.local	2017-09-12_14.43.33.436104
