ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
24	1	white2.bmp	Image	NonBob	k	['k']	correct	2.921577	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white3.bmp	Image	Bob	d	['d']	correct	0.773255	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white3.bmp	Image	Bob	d	['d']	correct	0.422491	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white3.bmp	Image	Bob	d	['d']	correct	0.317554	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white2.bmp	Image	NonBob	k	['k']	correct	0.473134	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.638417	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white3.bmp	Image	Bob	d	['d']	correct	0.413015	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white4.bmp	Image	NonBob	k	['k']	correct	0.492898	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white3.bmp	Image	Bob	d	['d']	correct	0.385687	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white3.bmp	Image	Bob	d	['d']	correct	0.418529	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white5.bmp	Image	NonBob	k	['k']	correct	0.425621	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white5.bmp	Image	NonBob	k	['k']	correct	0.344902	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white1.bmp	Image	NonBob	k	['d']	error	0.427658	0.867577	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white3.bmp	Image	Bob	d	['d']	correct	0.577067	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white3.bmp	Image	Bob	d	['d']	correct	0.370403	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.419780	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white3.bmp	Image	Bob	d	['d']	correct	0.475216	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white1.bmp	Image	NonBob	k	['k']	correct	0.456430	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white4.bmp	Image	NonBob	k	['k']	correct	0.510418	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	1	white3.bmp	Image	Bob	d	['d']	correct	0.442509	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	TERRIBLE	Text	neg	k	['k']	correct	1.023624	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	SUPERB	Text	pos	d	['d']	correct	0.783208	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	ROTTEN	Text	neg	k	['k']	correct	0.591772	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	APPALLING	Text	neg	k	['k']	correct	0.792539	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	MAGNIFICENT	Text	pos	d	['d']	correct	0.481087	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	FAVORABLE	Text	pos	d	['d']	correct	0.574442	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	NASTY	Text	neg	k	['k']	correct	0.463823	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	EXCELLENT	Text	pos	d	['d']	correct	0.493692	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	MARVELOUS	Text	pos	d	['d']	correct	0.762426	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	DISGUSTING	Text	neg	k	['k']	correct	0.564314	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	GREAT	Text	pos	d	['d']	correct	0.782948	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	DREADFUL	Text	neg	k	['k']	correct	0.535814	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	FABULOUS	Text	pos	d	['d']	correct	0.490251	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	WONDERFUL	Text	pos	d	['d']	correct	0.647241	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	DELIGHTFUL	Text	pos	d	['d']	correct	0.493855	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	LIKEABLE	Text	pos	d	['d']	correct	0.482262	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	REPULSIVE	Text	neg	k	['k']	correct	0.486950	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	AWFUL	Text	neg	k	['k']	correct	0.652434	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	INFERIOR	Text	neg	k	['k']	correct	0.442339	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	2	OFFENSIVE	Text	neg	k	['k']	correct	0.512968	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	FAVORABLE	Text	pos	d	['d']	correct	0.812272	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	MAGNIFICENT	Text	pos	d	['d']	correct	0.532578	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	ROTTEN	Text	neg	k	['k']	correct	0.559163	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	DELIGHTFUL	Text	pos	d	['d']	correct	0.576901	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	white3.bmp	Image	Bob	d	['d']	correct	0.489623	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	white3.bmp	Image	Bob	d	['d']	correct	0.485704	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	TERRIBLE	Text	neg	k	['k']	correct	0.418548	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	white3.bmp	Image	Bob	d	['d']	correct	0.473042	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	WONDERFUL	Text	pos	d	['d']	correct	0.502441	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	white1.bmp	Image	NonBob	k	['k']	correct	0.577576	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	white3.bmp	Image	Bob	d	['d']	correct	0.506499	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	bob1.bmp	Image	NonBob	k	['d']	error	0.477640	0.941656	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	white2.bmp	Image	NonBob	k	['k']	correct	0.527743	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	NASTY	Text	neg	k	['k']	correct	0.531079	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	APPALLING	Text	neg	k	['k']	correct	0.486317	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	white3.bmp	Image	Bob	d	['d']	correct	0.466372	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	FABULOUS	Text	pos	d	['d']	correct	0.575664	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	DREADFUL	Text	neg	k	['k']	correct	0.625130	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	OFFENSIVE	Text	neg	k	['k']	correct	0.736449	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	MARVELOUS	Text	pos	d	['d']	correct	0.538983	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	white5.bmp	Image	NonBob	k	['k']	correct	0.501234	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	bob1.bmp	Image	NonBob	k	['k']	correct	0.496356	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	white3.bmp	Image	Bob	d	['d']	correct	0.524343	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	SUPERB	Text	pos	d	['d']	correct	0.487693	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	white5.bmp	Image	NonBob	k	['k']	correct	0.419617	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	white3.bmp	Image	Bob	d	['d']	correct	0.554493	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	EXCELLENT	Text	pos	d	['d']	correct	0.548426	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	white3.bmp	Image	Bob	d	['d']	correct	0.486477	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	REPULSIVE	Text	neg	k	['k']	correct	0.515232	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	white2.bmp	Image	NonBob	k	['k']	correct	0.654255	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
24	34	white3.bmp	Image	Bob	d	['d']	correct	0.563969	0.000000	1	2	1	2	MacMini1.local	2017-09-14_17.05.13.111687
