ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
22	1	white5.bmp	Image	Bob	k	['k']	correct	0.559789	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white3.bmp	Image	NonBob	d	['d']	correct	0.481936	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white5.bmp	Image	Bob	k	['k']	correct	0.407270	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white5.bmp	Image	Bob	k	['k']	correct	0.319111	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white5.bmp	Image	Bob	k	['k']	correct	0.258521	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white5.bmp	Image	Bob	k	['k']	correct	0.264536	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white5.bmp	Image	Bob	k	['k']	correct	0.214556	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white5.bmp	Image	Bob	k	['k']	correct	0.230494	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white2.bmp	Image	NonBob	d	['k']	error	0.221950	0.605862	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white5.bmp	Image	Bob	k	['k']	correct	0.373776	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white2.bmp	Image	NonBob	d	['d']	correct	0.311187	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white4.bmp	Image	NonBob	d	['k']	error	0.427148	0.539103	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white3.bmp	Image	NonBob	d	['d']	correct	0.429662	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white5.bmp	Image	Bob	k	['k']	correct	0.389173	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white5.bmp	Image	Bob	k	['k']	correct	0.309662	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white1.bmp	Image	NonBob	d	['k']	error	0.257710	1.729758	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white1.bmp	Image	NonBob	d	['d']	correct	0.501260	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.489249	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.285884	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	1	white4.bmp	Image	NonBob	d	['d']	correct	0.266413	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	APPALLING	Text	neg	d	['d']	correct	0.924516	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	AWFUL	Text	neg	d	['d']	correct	0.471853	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	TERRIBLE	Text	neg	d	['d']	correct	0.437250	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	DISGUSTING	Text	neg	d	['d']	correct	0.412050	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	NASTY	Text	neg	d	['d']	correct	0.355770	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	LIKEABLE	Text	pos	k	['k']	correct	0.421910	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	MARVELOUS	Text	pos	k	['k']	correct	0.653116	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	DREADFUL	Text	neg	d	['k']	error	0.379890	0.755594	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	SUPERB	Text	pos	k	['k']	correct	0.813814	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	EXCELLENT	Text	pos	k	['k']	correct	0.461938	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	INFERIOR	Text	neg	d	['d']	correct	0.716543	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	OFFENSIVE	Text	neg	d	['d']	correct	0.567713	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	MAGNIFICENT	Text	pos	k	['k']	correct	0.649057	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	FABULOUS	Text	pos	k	['k']	correct	0.415014	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	ROTTEN	Text	neg	d	['d']	correct	0.535666	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	DELIGHTFUL	Text	pos	k	['k']	correct	0.410395	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	WONDERFUL	Text	pos	k	['k']	correct	0.410302	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	GREAT	Text	pos	k	['k']	correct	0.427093	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	REPULSIVE	Text	neg	d	['d']	correct	0.562493	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	2	FAVORABLE	Text	pos	k	['k']	correct	0.501140	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	MARVELOUS	Text	pos	k	['k']	correct	0.915686	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	DISGUSTING	Text	neg	d	['k']	error	0.311177	1.007160	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white5.bmp	Image	Bob	k	['k']	correct	0.486283	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	ROTTEN	Text	neg	d	['d']	correct	0.571275	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white4.bmp	Image	NonBob	d	['d']	correct	0.387674	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	bob1.bmp	Image	NonBob	d	['d']	correct	0.348016	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	INFERIOR	Text	neg	d	['d']	correct	0.454476	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white5.bmp	Image	Bob	k	['k']	correct	0.571985	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white1.bmp	Image	NonBob	d	['k']	error	0.356290	0.700370	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white1.bmp	Image	NonBob	d	['d']	correct	0.408026	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white5.bmp	Image	Bob	k	['k']	correct	0.423078	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	TERRIBLE	Text	neg	d	['d']	correct	0.630481	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	FAVORABLE	Text	pos	k	['d']	error	0.333804	0.709797	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	LIKEABLE	Text	pos	k	['k']	correct	0.465787	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	bob1.bmp	Image	NonBob	d	['d']	correct	0.430315	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	GREAT	Text	pos	k	['k']	correct	0.445914	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	FABULOUS	Text	pos	k	['k']	correct	0.332328	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white5.bmp	Image	Bob	k	['k']	correct	0.334654	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white5.bmp	Image	Bob	k	['k']	correct	0.288332	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	REPULSIVE	Text	neg	d	['k']	error	0.453109	0.797136	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white2.bmp	Image	NonBob	d	['d']	correct	0.429060	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	AWFUL	Text	neg	d	['d']	correct	0.436533	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white3.bmp	Image	NonBob	d	['d']	correct	0.442438	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white5.bmp	Image	Bob	k	['d']	error	0.368460	0.664418	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	MAGNIFICENT	Text	pos	k	['k']	correct	0.486514	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white5.bmp	Image	Bob	k	['k']	correct	0.418357	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white5.bmp	Image	Bob	k	['k']	correct	0.281176	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	APPALLING	Text	neg	d	['d']	correct	0.374541	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	DREADFUL	Text	neg	d	['k']	error	0.423813	0.719763	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white3.bmp	Image	NonBob	d	['d']	correct	0.458707	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	SUPERB	Text	pos	k	['k']	correct	0.528307	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	DELIGHTFUL	Text	pos	k	['k']	correct	0.483701	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white2.bmp	Image	NonBob	d	['d']	correct	0.479936	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white4.bmp	Image	NonBob	d	['d']	correct	0.412426	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	EXCELLENT	Text	pos	k	['k']	correct	0.540277	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white5.bmp	Image	Bob	k	['k']	correct	0.518624	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	white5.bmp	Image	Bob	k	['k']	correct	0.313055	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	NASTY	Text	neg	d	['d']	correct	0.381065	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
22	34	WONDERFUL	Text	pos	k	['k']	correct	0.438283	0.000000	1	2	1	2	MacMini4.local	2017-09-14_16.20.04.202265
