ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
20	1	white3.bmp	Image	NonBob	k	['k']	correct	1.942332	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white4.bmp	Image	Bob	d	['d']	correct	0.761279	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white2.bmp	Image	NonBob	k	['k']	correct	0.571189	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white5.bmp	Image	NonBob	k	['k']	correct	0.796253	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white4.bmp	Image	Bob	d	['d']	correct	0.668985	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white3.bmp	Image	NonBob	k	['k']	correct	0.434441	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.433115	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.399791	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white4.bmp	Image	Bob	d	['d']	correct	0.575820	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white4.bmp	Image	Bob	d	['d']	correct	0.409136	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white4.bmp	Image	Bob	d	['d']	correct	0.320965	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white1.bmp	Image	NonBob	k	['k']	correct	0.460371	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white4.bmp	Image	Bob	d	['d']	correct	0.378489	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white1.bmp	Image	NonBob	k	['k']	correct	0.371722	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white2.bmp	Image	NonBob	k	['k']	correct	0.652971	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white4.bmp	Image	Bob	d	['d']	correct	0.514920	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white4.bmp	Image	Bob	d	['d']	correct	0.399224	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white4.bmp	Image	Bob	d	['d']	correct	0.302929	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white4.bmp	Image	Bob	d	['d']	correct	0.339217	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	1	white5.bmp	Image	NonBob	k	['k']	correct	0.485676	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	REPULSIVE	Text	neg	k	['k']	correct	0.913803	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	MAGNIFICENT	Text	pos	d	['d']	correct	0.645764	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	MARVELOUS	Text	pos	d	['d']	correct	0.580455	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	FABULOUS	Text	pos	d	['d']	correct	0.573820	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	DELIGHTFUL	Text	pos	d	['d']	correct	0.590995	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	EXCELLENT	Text	pos	d	['d']	correct	0.535862	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	FAVORABLE	Text	pos	d	['d']	correct	0.474376	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	DREADFUL	Text	neg	k	['k']	correct	0.535746	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	INFERIOR	Text	neg	k	['k']	correct	0.546568	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	WONDERFUL	Text	pos	d	['d']	correct	0.516963	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	ROTTEN	Text	neg	k	['k']	correct	0.465046	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	DISGUSTING	Text	neg	k	['k']	correct	0.862369	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	OFFENSIVE	Text	neg	k	['k']	correct	0.748452	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	GREAT	Text	pos	d	['d']	correct	0.791301	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	TERRIBLE	Text	neg	k	['k']	correct	0.631491	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	SUPERB	Text	pos	d	['d']	correct	0.751026	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	APPALLING	Text	neg	k	['k']	correct	0.736831	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	AWFUL	Text	neg	k	['d']	error	0.732522	1.700182	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	NASTY	Text	neg	k	['k']	correct	0.688448	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	2	LIKEABLE	Text	pos	d	['d']	correct	0.629155	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	TERRIBLE	Text	neg	k	['k']	correct	0.849789	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white4.bmp	Image	Bob	d	['d']	correct	0.846971	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white1.bmp	Image	NonBob	k	['k']	correct	0.620933	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	DREADFUL	Text	neg	k	['k']	correct	0.684442	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	MARVELOUS	Text	pos	d	['d']	correct	0.769071	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	FABULOUS	Text	pos	d	['d']	correct	0.498585	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white3.bmp	Image	NonBob	k	['k']	correct	1.022326	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	bob1.bmp	Image	NonBob	k	['k']	correct	0.453268	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	AWFUL	Text	neg	k	['k']	correct	0.666962	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	NASTY	Text	neg	k	['k']	correct	0.488394	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	MAGNIFICENT	Text	pos	d	['d']	correct	0.661144	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white4.bmp	Image	Bob	d	['d']	correct	0.578387	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white4.bmp	Image	Bob	d	['d']	correct	0.355098	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	ROTTEN	Text	neg	k	['k']	correct	0.557225	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white4.bmp	Image	Bob	d	['d']	correct	0.518473	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	SUPERB	Text	pos	d	['d']	correct	0.729675	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	APPALLING	Text	neg	k	['k']	correct	0.613101	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	OFFENSIVE	Text	neg	k	['k']	correct	0.485263	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white4.bmp	Image	Bob	d	['d']	correct	0.449052	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white4.bmp	Image	Bob	d	['d']	correct	0.318551	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white4.bmp	Image	Bob	d	['d']	correct	0.320934	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	DISGUSTING	Text	neg	k	['k']	correct	0.524605	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	EXCELLENT	Text	pos	d	['d']	correct	0.559794	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	REPULSIVE	Text	neg	k	['k']	correct	0.553641	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white2.bmp	Image	NonBob	k	['k']	correct	0.610925	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white4.bmp	Image	Bob	d	['d']	correct	0.586578	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	LIKEABLE	Text	pos	d	['k']	error	0.715023	1.130946	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	GREAT	Text	pos	d	['d']	correct	0.638359	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	DELIGHTFUL	Text	pos	d	['d']	correct	0.757197	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white5.bmp	Image	NonBob	k	['k']	correct	0.558508	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	bob1.bmp	Image	NonBob	k	['k']	correct	0.535739	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white2.bmp	Image	NonBob	k	['k']	correct	0.457633	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	WONDERFUL	Text	pos	d	['d']	correct	0.671726	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	FAVORABLE	Text	pos	d	['d']	correct	0.517006	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white5.bmp	Image	NonBob	k	['k']	correct	0.583629	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white4.bmp	Image	Bob	d	['d']	correct	0.399695	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white3.bmp	Image	NonBob	k	['k']	correct	0.526935	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white1.bmp	Image	NonBob	k	['k']	correct	0.497839	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	white4.bmp	Image	Bob	d	['d']	correct	0.461596	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	34	INFERIOR	Text	neg	k	['k']	correct	0.715596	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
20	5	white4.bmp	Image	Bob	k	['k']	correct	0.520875	0.000000	1	2	1	1	MacMini1.local	2017-09-14_15.58.53.117741
