ID, item, item_type, test_type, study_pos, ON_resp, ON_RT, rating_resp, rating_RT 
1,SPIZ,nonword,old,29,new,4.2215628624,N,NA
1,LINE,word,new,NA,new,8.31635403633,N,NA
1,TREE,word,new,NA,new,4.23202800751,N,NA
1,SONG,word,new,NA,new,19.2375099659,N,NA
1,WONS,nonword,old,22,old,3.66188311577,S,7.30703401566
1,FEET,word,new,NA,old,5.92889595032,U,1.33701205254
1,COLD,word,new,NA,old,3.61881899834,U,1.70570492744
1,TIME,word,old,5,old,2.60157489777,S,1.76242089272
1,WIND,word,new,NA,new,6.12594294548,N,NA
1,KISS,word,old,23,old,1.54426789284,S,1.42175102234
1,SHOP,word,old,3,new,3.42928004265,N,NA
1,NARN,nonword,old,15,old,3.6444940567,U,1.97313690186
1,LEFT,word,old,10,old,3.15875005722,S,1.80962014198
1,WUIL,nonword,old,17,new,2.45101690292,N,NA
1,GWIC,nonword,new,NA,new,3.18847608566,N,NA
1,NOGE,nonword,new,NA,new,4.30744791031,N,NA
1,HESP,nonword,new,NA,new,3.22613692284,N,NA
1,SWAZ,nonword,old,7,old,1.53729391098,U,2.06478285789
1,SALT,word,old,31,old,1.97609615326,U,1.23943185806
1,MAKE,word,new,NA,old,3.60517883301,U,1.21387600899
1,BOOK,word,new,NA,old,3.08791303635,U,1.0486741066
1,CWUL,nonword,new,NA,old,1.74848103523,U,1.23375892639
1,CHIE,nonword,old,41,old,1.6235640049,S,1.59721493721
1,LORT,nonword,old,48,old,2.94664597511,U,1.2074649334
1,MYDE,nonword,old,6,new,2.53918504715,N,NA
1,TRUV,nonword,old,24,old,4.16454911232,S,1.64541101456
1,HALF,word,old,32,old,1.31284594536,S,1.27635407448
1,SEAT,word,new,NA,old,3.11407208443,U,1.18895316124
1,PAGE,word,new,NA,new,3.58077096939,N,NA
1,LATT,nonword,old,20,old,1.27576303482,S,1.42315793037
1,VEUL,nonword,new,NA,old,1.62308001518,U,1.67614006996
1,FACT,word,old,30,new,4.99370002747,N,NA
1,HEAD,word,old,2,old,1.1582660675,S,0.88193488121
1,UFTS,nonword,new,NA,new,2.99748015404,N,NA
1,SEFS,nonword,old,12,new,3.30661916733,N,NA
1,JOSP,nonword,new,NA,new,1.89758610725,N,NA
1,KEPH,nonword,old,11,old,1.40310907364,U,1.34063100815
1,DAPT,nonword,new,NA,new,3.2602250576,N,NA
1,YAIL,nonword,new,NA,old,1.52322983742,U,1.5887260437
1,RETE,nonword,new,NA,new,1.41201591492,N,NA
1,SKIN,word,new,NA,new,1.98953104019,N,NA
1,DAUV,nonword,old,13,old,1.30123782158,S,1.2588660717
1,BEEF,word,old,35,old,1.53244996071,S,1.25198698044
1,TALK,word,old,39,old,1.18178105354,S,1.01909899712
