ID, item, item_type, test_type, study_pos, ON_resp, ON_RT, rating_resp, rating_RT 
12,REST,word,new,NA,old,2.55278086662,S,3.32401299477
12,MIND,word,old,15,old,1.93494009972,S,1.77428412437
12,DENC,nonword,new,NA,new,4.80771493912,N,NA
12,VEUL,nonword,new,NA,old,1.82632112503,S,1.07965612411
12,CAKE,word,new,NA,new,2.57933712006,N,NA
12,DOYS,nonword,old,21,old,1.70869493484,S,2.09811711311
12,TIME,word,old,18,old,1.69952106476,S,1.20887899399
12,FACT,word,old,50,new,1.60429096222,N,NA
12,DOOR,word,new,NA,new,1.49586796761,N,NA
12,NAUC,nonword,old,25,old,2.28149604797,U,1.75466108322
12,GOOD,word,old,24,old,1.85628008842,S,1.28772306442
12,ROAD,word,old,29,old,2.16334700584,S,0.996574878693
12,WASH,word,new,NA,new,2.10600805283,N,NA
12,BATH,word,old,38,old,1.39355897903,U,1.54890418053
12,FOMB,nonword,old,33,old,1.39663290977,S,1.27235388756
12,GWIC,nonword,new,NA,new,1.82952284813,N,NA
12,MYDE,nonword,old,31,old,1.29314804077,S,0.916787147522
12,YEAR,word,old,5,old,1.65053200722,S,1.06591296196
12,COLD,word,new,NA,new,1.48127007484,N,NA
12,KEPH,nonword,old,47,old,1.34901118279,S,0.776437997818
12,SNOW,word,old,32,new,2.69010710716,N,NA
12,WIND,word,old,8,new,1.96331191063,N,NA
12,DAUV,nonword,new,NA,old,1.30289006233,S,0.940366983414
12,LINE,word,old,13,old,1.55607414246,U,1.05530405045
12,SHOP,word,old,10,new,2.74516105652,N,NA
12,SALT,word,old,46,old,1.08840608597,S,0.849941968918
12,WALK,word,new,NA,old,2.41965913773,S,1.15297007561
12,FOSK,nonword,old,12,new,1.58235478401,N,NA
12,LATT,nonword,old,42,new,1.78191304207,N,NA
12,GATE,word,old,45,old,1.33357095718,S,0.909184932709
12,DATE,word,new,NA,old,3.02884316444,S,0.857899904251
12,LIFE,word,new,NA,old,1.84366703033,U,0.900791883469
12,KLIB,nonword,new,NA,new,1.74045610428,N,NA
12,JOSP,nonword,old,48,old,1.50012087822,S,1.04152011871
12,WONE,nonword,old,16,new,2.3490421772,N,NA
12,FACE,word,old,7,old,2.10840296745,U,1.00157094002
12,LODD,nonword,new,NA,old,1.277312994,S,0.801017999649
12,MAKE,word,old,1,new,1.49250912666,N,NA
12,TRUV,nonword,new,NA,new,2.06196904182,N,NA
12,BEEF,word,old,6,old,1.49372911453,S,0.853204011917
12,LIKE,word,new,NA,new,2.70255422592,N,NA
12,SONG,word,new,NA,new,1.5737080574,N,NA
12,DAPT,nonword,new,NA,old,1.34346079826,S,0.900995016098
12,SPIZ,nonword,old,41,old,1.15654587746,S,0.832239151001
12,BLUE,word,new,NA,new,1.38175106049,N,NA
12,COAT,word,new,NA,old,1.00530409813,S,0.895066022873
12,HESP,nonword,old,44,old,1.24112915993,S,0.914252996445
12,BOOK,word,new,NA,new,3.17574715614,N,NA
12,HOAB,nonword,new,NA,old,1.225066185,S,0.958588838577
12,PLOK,nonword,old,34,old,2.73234295845,S,0.939496994019
12,MENC,nonword,old,28,new,1.89899992943,N,NA
12,SIME,nonword,old,37,old,1.04458999634,S,0.966341018677
12,KNEE,word,new,NA,new,2.18572115898,N,NA
12,DWEK,nonword,old,39,old,1.2170279026,S,1.17681288719
12,DUFE,nonword,old,40,old,2.74647593498,U,1.17537403107
12,FEET,word,new,NA,new,1.33690595627,N,NA
12,ZEAM,nonword,new,NA,old,1.49096393585,S,0.76229596138
12,ZARC,nonword,new,NA,old,1.70196008682,S,1.01150679588
12,SEAT,word,new,NA,new,1.85280013084,N,NA
12,LEFT,word,old,3,old,1.91844797134,S,1.09796690941
12,SWAZ,nonword,old,4,old,1.30764007568,S,1.28915500641
12,HAND,word,old,30,new,1.39642095566,N,NA
12,NARN,nonword,new,NA,old,3.9622631073,U,0.890938997269
12,YAIL,nonword,new,NA,old,1.22072696686,S,0.802388906479
12,NOGE,nonword,new,NA,old,1.59809017181,S,0.817641019821
12,SNUZ,nonword,new,NA,new,1.6351120472,N,NA
12,HALL,word,new,NA,new,1.72045922279,N,NA
12,BIRD,word,new,NA,new,1.58810210228,N,NA
12,CHIE,nonword,old,9,old,1.15535998344,S,1.11125397682
12,HOME,word,new,NA,old,2.46101117134,U,0.897788047791
12,WUIL,nonword,old,2,old,1.57973504066,S,0.93723487854
12,JALT,nonword,new,NA,new,1.24263286591,N,NA
12,SOTE,nonword,new,NA,old,1.27851986885,S,0.882067918777
12,CWUL,nonword,old,43,old,1.92589187622,U,0.822912931442
12,LORT,nonword,new,NA,old,1.46284985542,S,0.80428981781
12,WORK,word,new,NA,new,3.439879179,N,NA
12,COLV,nonword,new,NA,old,1.15694904327,S,0.816559076309
12,HEAD,word,old,11,new,2.08218407631,N,NA
12,RETE,nonword,new,NA,new,2.55760502815,N,NA
12,WONS,nonword,new,NA,new,1.89873099327,N,NA
12,RAIN,word,old,22,old,0.972357034683,S,0.804003953934
12,HALF,word,new,NA,new,1.52736997604,N,NA
12,PAGE,word,new,NA,new,1.33077192307,N,NA
12,SEFS,nonword,old,20,new,1.74048805237,N,NA
12,NOTE,word,old,17,old,1.29998803139,S,0.96958899498
12,CWEB,nonword,old,27,new,1.32307100296,N,NA
12,CLOF,nonword,old,23,old,3.38277792931,U,1.15569210052
12,TASP,nonword,old,36,old,2.06562995911,S,0.974800109863
12,VABB,nonword,new,NA,new,4.24846601486,N,NA
12,CASH,word,new,NA,old,1.60330295563,U,1.21270990372
12,TALK,word,old,49,old,1.23045420647,S,1.00204086304
12,GIRL,word,old,14,old,1.12555003166,S,0.791122913361
12,CHUR,nonword,new,NA,new,1.43656301498,N,NA
12,SKIN,word,old,19,old,2.08252501488,S,1.31587910652
12,ABST,nonword,new,NA,new,1.26524114609,N,NA
12,KISS,word,old,26,old,1.74497890472,U,0.894241094589
12,LOOK,word,new,NA,new,2.65591692924,N,NA
12,TREE,word,new,NA,old,1.36927008629,S,0.736830949783
12,RILM,nonword,new,NA,new,1.66637396812,N,NA
12,UFTS,nonword,old,35,old,2.93800592422,S,0.961246013641
