ID, item, item_type, test_type, study_pos, ON_resp, ON_RT, rating_resp, rating_RT 
3,CWEB,nonword,old,39,old,4.80848503113,S,3.60929393768
3,VEUL,nonword,new,NA,new,2.73974013329,N,NA
3,NOGE,nonword,new,NA,new,5.43714284897,N,NA
3,KLIB,nonword,new,NA,old,3.68182110786,U,1.17018795013
3,NARN,nonword,old,26,new,3.82811498642,N,NA
3,BLUE,word,old,6,new,15.523416996,N,NA
3,RETE,nonword,new,NA,new,6.00488209724,N,NA
3,JOSP,nonword,new,NA,old,2.07738399506,U,0.944380044937
3,WIND,word,old,1,old,1.62437009811,S,1.51783514023
3,CWUL,nonword,new,NA,old,2.55542802811,U,2.01449513435
3,LODD,nonword,old,17,old,2.1040430069,S,1.1573138237
3,VABB,nonword,new,NA,new,1.45078992844,N,NA
3,REST,word,new,NA,new,2.78033208847,N,NA
3,LEFT,word,new,NA,old,3.15551495552,U,0.910767793655
3,WONE,nonword,new,NA,old,2.20446395874,U,0.885540962219
3,GWIC,nonword,old,16,old,2.03356790543,S,1.21274709702
3,GIRL,word,new,NA,new,1.2379629612,N,NA
3,TRUV,nonword,old,11,old,1.00389814377,S,1.30143904686
3,ROAD,word,new,NA,new,2.64500999451,N,NA
3,HAND,word,new,NA,old,5.07253813744,U,0.9866938591
3,ABST,nonword,new,NA,new,1.39435482025,N,NA
3,FEET,word,old,5,old,1.12811589241,S,0.865663051605
3,HOAB,nonword,new,NA,new,1.48126482964,N,NA
3,DWEK,nonword,new,NA,new,2.06073307991,N,NA
3,DENC,nonword,old,36,old,1.26817989349,S,1.44194793701
3,MENC,nonword,old,27,old,1.11727380753,S,0.848938941956
3,JALT,nonword,new,NA,new,1.03633713722,N,NA
3,CHUR,nonword,old,28,new,3.02626204491,N,NA
3,SWAZ,nonword,old,9,old,1.08934402466,S,0.83292889595
3,TASP,nonword,old,44,old,1.83906006813,U,0.887854099274
3,ZARC,nonword,new,NA,new,4.15568709373,N,NA
3,FOMB,nonword,old,31,old,1.0725030899,S,0.996215105057
3,GOOD,word,old,8,old,1.69801092148,S,0.921379804611
3,RILM,nonword,old,24,old,2.02105784416,U,0.962184906006
3,CLOF,nonword,old,25,old,1.3500521183,S,1.29766106606
3,BEEF,word,old,47,old,0.84312415123,S,0.804841995239
3,LIKE,word,new,NA,new,1.03223204613,N,NA
3,FACE,word,new,NA,old,1.95815300941,U,1.24152207375
3,BIRD,word,old,32,old,1.27712798119,S,0.832711935043
3,CAKE,word,old,41,old,1.11829614639,S,0.833985090256
3,LIFE,word,new,NA,new,1.87156796455,N,NA
3,RAIN,word,new,NA,new,1.85309505463,N,NA
3,COLD,word,old,45,old,0.998475074768,S,0.986107110977
3,SKIN,word,new,NA,new,2.57766413689,N,NA
3,SALT,word,new,NA,new,2.41882395744,N,NA
3,WORK,word,new,NA,old,1.36427998543,U,0.87758898735
3,SNUZ,nonword,new,NA,old,3.99557590485,U,1.29422497749
3,DAUV,nonword,old,40,old,1.72000598907,S,1.07336091995
3,TALK,word,new,NA,old,1.63923311234,U,0.912265062332
3,WALK,word,old,38,old,1.6302421093,U,2.9135529995
3,WASH,word,old,20,old,2.46295499802,U,0.939930915833
3,HOME,word,new,NA,new,3.099588871,N,NA
3,WUIL,nonword,old,35,old,2.29299402237,S,0.732146024704
3,SIME,nonword,new,NA,new,1.65882205963,N,NA
3,TREE,word,new,NA,old,1.1114320755,S,0.890945911407
3,YAIL,nonword,new,NA,new,1.06046509743,N,NA
3,COAT,word,old,49,old,1.70824313164,U,0.849406957626
3,CHIE,nonword,old,37,old,1.15540003777,S,1.23097491264
3,SEFS,nonword,old,43,old,3.58870196342,U,1.20128202438
3,WONS,nonword,new,NA,new,1.11696195602,N,NA
3,ZEAM,nonword,new,NA,old,1.44279193878,S,1.13237309456
3,DOYS,nonword,new,NA,new,1.13366508484,N,NA
3,GATE,word,old,33,old,1.57565593719,S,0.783220052719
3,NOTE,word,new,NA,new,2.6624751091,N,NA
3,DOOR,word,old,3,old,2.20593309402,U,0.879117012024
3,HEAD,word,old,13,old,6.42123913765,U,0.785101175308
3,PAGE,word,old,50,new,1.37669014931,N,NA
3,TIME,word,new,NA,new,3.15431499481,N,NA
3,HALF,word,new,NA,new,4.40749001503,N,NA
3,MIND,word,old,2,old,1.04216694832,S,0.811872959137
3,SONG,word,old,12,new,3.26142001152,N,NA
3,COLV,nonword,new,NA,old,1.03659701347,U,1.41601610184
3,BOOK,word,new,NA,old,1.34583091736,U,0.983197927475
3,LORT,nonword,new,NA,new,1.72693991661,N,NA
3,SNOW,word,new,NA,old,2.17050385475,U,1.25765299797
3,UFTS,nonword,new,NA,new,1.30720901489,N,NA
3,KEPH,nonword,old,14,old,2.12304592133,S,2.97241020203
3,HESP,nonword,old,10,old,1.12565279007,U,1.91888308525
3,SOTE,nonword,old,42,new,1.25237107277,N,NA
3,DATE,word,old,19,old,1.36607694626,U,0.839488983154
3,PLOK,nonword,old,29,old,4.07539391518,U,0.869801044464
3,NAUC,nonword,old,46,new,1.13140797615,N,NA
3,KISS,word,new,NA,new,2.01308202744,N,NA
3,FOSK,nonword,old,4,new,3.56664085388,N,NA
3,SPIZ,nonword,new,NA,new,3.16947889328,N,NA
3,MYDE,nonword,new,NA,new,2.1164689064,N,NA
3,KNEE,word,old,23,old,0.929989099503,S,0.84964799881
3,MAKE,word,new,NA,old,1.08332586288,S,0.877155065536
3,DAPT,nonword,old,34,new,1.53846502304,N,NA
3,DUFE,nonword,old,21,old,1.30823302269,U,0.849463939667
3,YEAR,word,old,15,old,1.23536896706,U,0.839066028595
3,LATT,nonword,new,NA,old,3.50094199181,U,2.24962496758
3,LINE,word,new,NA,new,4.73298311234,N,NA
3,LOOK,word,old,22,old,1.04560899734,U,1.40705180168
3,HALL,word,old,48,old,1.85894393921,U,0.89834690094
3,BATH,word,old,30,old,2.24399495125,U,0.765048980713
3,SEAT,word,new,NA,new,1.22489500046,N,NA
3,SHOP,word,old,18,new,1.27227807045,N,NA
3,FACT,word,new,NA,old,1.26226401329,S,1.48378992081
3,CASH,word,old,7,new,2.74299907684,N,NA
