ID, item, item_type, test_type, study_pos, ON_resp, ON_RT, rating_resp, rating_RT 
25,LOOK,word,new,NA,new,4.80546402931,N,NA
25,JALT,nonword,new,NA,new,2.62182688713,N,NA
25,KLIB,nonword,old,28,old,1.34136199951,S,1.08290791512
25,WORK,word,new,NA,old,1.62245988846,S,1.28404808044
25,FACE,word,old,10,new,1.54329514503,N,NA
25,FEET,word,old,47,old,1.53493094444,S,1.44647884369
25,BIRD,word,old,48,old,1.99413108826,S,0.861696004868
25,NAUC,nonword,new,NA,new,1.25291204453,N,NA
25,SKIN,word,old,5,old,1.09467315674,S,0.854480028152
25,VABB,nonword,new,NA,new,5.96010899544,N,NA
25,SEAT,word,old,22,new,1.48426008224,N,NA
25,CHUR,nonword,old,29,new,1.04766488075,N,NA
25,DOOR,word,new,NA,old,1.30747699738,S,0.752926111221
25,ROAD,word,old,33,old,1.03858709335,S,0.730295181274
25,GATE,word,old,30,new,0.899785995483,N,NA
25,GIRL,word,new,NA,new,1.0034430027,N,NA
25,SEFS,nonword,new,NA,new,0.870972156525,N,NA
25,LEFT,word,new,NA,new,1.30073618889,N,NA
25,RAIN,word,old,34,old,0.924437999725,S,0.854122877121
25,SNOW,word,new,NA,new,1.03153204918,N,NA
25,NOGE,nonword,old,11,old,1.1495950222,S,0.689088106155
25,LIKE,word,old,3,old,1.28474998474,S,1.32636284828
25,YAIL,nonword,old,40,old,0.8098320961,S,0.689820051193
25,CAKE,word,new,NA,old,1.24321913719,S,1.1249768734
25,NOTE,word,new,NA,new,0.920284032822,N,NA
25,SONG,word,new,NA,new,0.915886878967,N,NA
25,SWAZ,nonword,new,NA,new,0.89763712883,N,NA
25,LORT,nonword,new,NA,new,1.20322299004,N,NA
25,YEAR,word,old,32,new,1.62289619446,N,NA
25,ZARC,nonword,old,38,old,1.00634407997,S,1.32031393051
25,MYDE,nonword,new,NA,new,0.963630199432,N,NA
25,ZEAM,nonword,old,49,new,1.15100097656,N,NA
25,WASH,word,new,NA,new,1.04465699196,N,NA
25,WALK,word,old,44,old,1.11254811287,S,0.852209091187
25,TIME,word,new,NA,old,2.09372091293,U,1.07692885399
25,TALK,word,old,39,old,1.0666000843,S,0.656489133835
25,HOME,word,old,31,new,0.945908069611,N,NA
25,WONE,nonword,old,12,new,0.78550696373,N,NA
25,DATE,word,old,17,new,1.47313189507,N,NA
25,CWEB,nonword,new,NA,new,1.95075106621,N,NA
25,RILM,nonword,old,25,old,0.940169095993,S,0.785974979401
25,FOSK,nonword,new,NA,new,1.00133705139,N,NA
25,DWEK,nonword,old,6,old,1.70134091377,U,1.33068585396
25,HOAB,nonword,old,36,old,0.940253019333,S,0.730016946793
25,COAT,word,old,26,old,1.09164714813,S,0.683315038681
25,MIND,word,new,NA,old,1.21496582031,S,0.822556972504
25,REST,word,old,15,old,0.854219913483,U,1.30967593193
25,TRUV,nonword,new,NA,new,0.987231016159,N,NA
25,WUIL,nonword,old,16,new,1.6830739975,N,NA
25,DENC,nonword,new,NA,new,1.75043106079,N,NA
25,HESP,nonword,old,4,old,1.00405216217,S,0.621693849564
25,MAKE,word,new,NA,new,2.1970949173,N,NA
25,BEEF,word,old,27,old,0.92266201973,S,0.692389965057
25,COLV,nonword,new,NA,old,2.67017507553,U,0.993104934692
25,ABST,nonword,new,NA,new,1.04677796364,N,NA
25,BLUE,word,old,9,new,1.14652323723,N,NA
25,KEPH,nonword,new,NA,new,0.937920093536,N,NA
25,MENC,nonword,new,NA,old,1.45170402527,S,0.803343057632
25,DOYS,nonword,new,NA,new,1.31077003479,N,NA
25,TASP,nonword,new,NA,old,2.26857185364,U,0.873651027679
25,KISS,word,new,NA,old,1.72765493393,U,0.696789979935
25,DUFE,nonword,old,13,new,0.954475879669,N,NA
25,WONS,nonword,old,23,new,0.856136083603,N,NA
25,LIFE,word,old,37,new,1.31386399269,N,NA
25,FOMB,nonword,new,NA,new,0.991284132004,N,NA
25,HALF,word,new,NA,new,1.11688494682,N,NA
25,KNEE,word,new,NA,new,1.81054902077,N,NA
25,RETE,nonword,old,45,old,1.23611998558,S,0.647660970688
25,SIME,nonword,old,20,old,1.10743021965,S,0.673006057739
25,LINE,word,old,41,new,2.12657117844,N,NA
25,CWUL,nonword,old,21,old,2.68213796616,U,0.738976955414
25,SNUZ,nonword,old,43,old,1.19703483582,S,0.624712944031
25,SHOP,word,new,NA,new,2.11220812798,N,NA
25,JOSP,nonword,new,NA,new,1.14140486717,N,NA
25,TREE,word,old,24,old,1.45336580276,S,0.596771001816
25,NARN,nonword,new,NA,old,0.882616996765,U,0.660058021545
25,BATH,word,old,19,old,1.85999703407,U,0.817151069641
25,LATT,nonword,new,NA,new,0.874971151352,N,NA
25,PAGE,word,new,NA,new,0.904649019241,N,NA
25,CHIE,nonword,old,14,new,1.41632699966,N,NA
25,SALT,word,new,NA,old,1.1779820919,U,0.825226068497
25,UFTS,nonword,new,NA,new,0.840927839279,N,NA
25,HAND,word,new,NA,new,1.11666488647,N,NA
25,LODD,nonword,old,42,old,1.37840604782,U,1.60991191864
25,DAPT,nonword,new,NA,new,0.715183973312,N,NA
25,COLD,word,new,NA,new,1.07291698456,N,NA
25,CASH,word,old,35,new,1.54249882698,N,NA
25,HALL,word,old,1,new,1.19005894661,N,NA
25,DAUV,nonword,old,46,old,1.7639708519,U,0.949005126953
25,WIND,word,new,NA,old,2.0209441185,U,1.16207695007
25,HEAD,word,old,7,old,1.39794206619,S,0.793599128723
25,GWIC,nonword,old,8,new,1.71097016335,N,NA
25,BOOK,word,new,NA,old,1.24467587471,U,0.758021831512
25,SPIZ,nonword,old,18,new,0.995726823807,N,NA
25,SOTE,nonword,new,NA,new,1.23325490952,N,NA
25,GOOD,word,new,NA,old,1.05517482758,U,0.966485023499
25,FACT,word,new,NA,new,0.978189945221,N,NA
25,CLOF,nonword,old,2,old,1.5319018364,U,0.77921795845
25,PLOK,nonword,new,NA,new,0.884953975677,N,NA
25,VEUL,nonword,old,50,new,1.11258792877,N,NA
