ID, item, item_type, test_type, study_pos, ON_resp, ON_RT, rating_resp, rating_RT 
2,WASH,word,old,41,old,2.74742794037,S,1.20878601074
2,MIND,word,old,25,old,2.58832383156,S,1.03367495537
2,NARN,nonword,old,6,old,1.81519079208,S,1.45473194122
2,RAIN,word,new,NA,old,2.06420493126,U,1.0216050148
2,DUFE,nonword,old,27,old,2.86117482185,S,1.26632714272
2,CLOF,nonword,new,NA,new,1.53780698776,N,NA
2,ROAD,word,new,NA,new,1.65932703018,N,NA
2,COLD,word,new,NA,new,1.79668307304,N,NA
2,KISS,word,old,10,old,1.05017113686,S,1.81809997559
2,TREE,word,old,17,old,1.68320202827,S,1.21276593208
2,WONS,nonword,new,NA,new,3.95829105377,N,NA
2,TALK,word,new,NA,old,1.58727693558,S,1.26470112801
2,LIKE,word,new,NA,old,1.15230989456,S,1.41986918449
2,DAPT,nonword,old,50,old,2.41962504387,S,1.62470006943
2,KEPH,nonword,new,NA,new,1.32801198959,N,NA
2,NAUC,nonword,old,29,new,1.58767700195,N,NA
2,CWUL,nonword,old,26,old,1.85119199753,U,1.29047989845
2,HESP,nonword,new,NA,new,1.46797204018,N,NA
2,HALF,word,new,NA,new,2.13954997063,N,NA
2,SONG,word,new,NA,old,4.34137511253,U,0.881655931473
2,SEFS,nonword,old,40,old,1.3014960289,S,1.71514105797
2,KLIB,nonword,new,NA,new,1.44040298462,N,NA
2,WORK,word,old,36,old,1.29206299782,S,1.37964606285
2,PLOK,nonword,new,NA,new,1.47497606277,N,NA
2,CASH,word,old,5,old,1.87289714813,S,0.892087936401
2,GATE,word,old,19,old,2.28594183922,S,1.55120706558
2,LEFT,word,old,23,new,3.40446901321,N,NA
2,SIME,nonword,new,NA,new,1.54352712631,N,NA
2,SWAZ,nonword,old,8,new,4.22311091423,N,NA
2,ZEAM,nonword,new,NA,new,1.34962415695,N,NA
2,REST,word,old,24,old,1.20342516899,U,0.796858072281
2,YAIL,nonword,old,47,old,2.53890419006,U,1.33785390854
2,PAGE,word,old,18,old,2.65964102745,S,0.896787881851
2,CHIE,nonword,old,22,old,1.32243990898,S,0.955923080444
2,GIRL,word,old,33,old,2.52168893814,S,1.23481702805
2,LORT,nonword,new,NA,old,2.04853892326,U,1.2977449894
2,ZARC,nonword,old,39,old,1.67546510696,S,1.33492588997
2,BIRD,word,new,NA,old,1.44859790802,U,0.961826086044
2,WONE,nonword,new,NA,old,2.73389816284,S,1.17286682129
2,NOGE,nonword,old,45,new,1.47029399872,N,NA
2,KNEE,word,new,NA,new,1.85992908478,N,NA
2,HALL,word,old,21,old,1.41953706741,U,1.08870196342
2,NOTE,word,old,34,new,5.52462506294,N,NA
2,DAUV,nonword,old,11,old,2.24725699425,S,0.824479103088
2,LIFE,word,old,2,old,1.7040579319,S,0.845670938492
2,TASP,nonword,old,42,new,3.16910600662,N,NA
2,SNOW,word,new,NA,new,2.03597187996,N,NA
2,CHUR,nonword,new,NA,new,2.98554706573,N,NA
2,LATT,nonword,new,NA,new,1.640583992,N,NA
2,MAKE,word,old,35,old,1.25216317177,U,1.41961503029
2,UFTS,nonword,old,16,old,1.72541594505,S,0.998907804489
2,WIND,word,old,3,old,2.86034393311,S,1.52973890305
2,DATE,word,old,28,new,2.20290803909,N,NA
2,HOME,word,new,NA,new,3.99816703796,N,NA
2,SKIN,word,new,NA,old,3.0034031868,U,0.972256183624
2,RETE,nonword,old,30,new,2.46996998787,N,NA
2,JOSP,nonword,old,9,old,1.29124689102,S,1.23475003242
2,GOOD,word,new,NA,old,1.45603013039,U,1.16793203354
2,LINE,word,old,15,old,1.411632061,S,0.843114852905
2,LOOK,word,new,NA,new,1.87067985535,N,NA
2,SHOP,word,old,43,new,2.26806902885,N,NA
2,COAT,word,old,31,new,2.61950802803,N,NA
2,ABST,nonword,new,NA,new,1.50035095215,N,NA
2,COLV,nonword,new,NA,old,1.61214208603,U,0.939573049545
2,BEEF,word,new,NA,new,1.52313017845,N,NA
2,CWEB,nonword,old,1,old,1.62280607224,S,0.860225915909
2,DENC,nonword,new,NA,old,2.88411712646,U,1.44509506226
2,FOSK,nonword,old,46,new,1.89658212662,N,NA
2,CAKE,word,new,NA,old,1.26606202126,S,0.90361905098
2,SNUZ,nonword,old,12,old,1.09534692764,S,0.83899307251
2,TRUV,nonword,new,NA,old,1.59650492668,U,0.959892988205
2,HEAD,word,old,48,new,3.81956791878,N,NA
2,VABB,nonword,new,NA,new,1.8045167923,N,NA
2,HAND,word,old,44,new,3.24003100395,N,NA
2,SALT,word,old,49,old,1.38933706284,U,1.33635115623
2,DOOR,word,new,NA,new,2.08204102516,N,NA
2,WALK,word,old,13,old,1.38964295387,S,0.857074022293
2,FEET,word,old,38,new,1.66676616669,N,NA
2,SEAT,word,new,NA,old,12.8586759567,U,1.07076907158
2,BOOK,word,new,NA,new,1.69243693352,N,NA
2,SPIZ,nonword,new,NA,new,1.50174713135,N,NA
2,SOTE,nonword,old,14,old,2.62159705162,U,0.874419927597
2,HOAB,nonword,new,NA,new,1.85628294945,N,NA
2,FACT,word,new,NA,new,1.68146514893,N,NA
2,RILM,nonword,new,NA,new,1.54105091095,N,NA
2,WUIL,nonword,old,7,old,1.58061909676,U,1.2658700943
2,FACE,word,new,NA,old,2.01784610748,U,1.384953022
2,DWEK,nonword,new,NA,old,4.06477093697,U,0.973451137543
2,MYDE,nonword,new,NA,new,1.53496813774,N,NA
2,VEUL,nonword,old,32,old,1.40079188347,U,1.22610807419
2,JALT,nonword,new,NA,old,2.24983811378,U,1.07284092903
2,MENC,nonword,new,NA,new,1.82247281075,N,NA
2,LODD,nonword,new,NA,new,1.32584214211,N,NA
2,GWIC,nonword,old,20,old,1.20961594582,S,1.21730399132
2,BATH,word,new,NA,new,6.28286290169,N,NA
2,BLUE,word,new,NA,new,1.49295902252,N,NA
2,FOMB,nonword,old,4,old,1.93473410606,U,1.22984099388
