00 001 1 01 0 4  4  30.573  37.466 -145.042  192.310 0.516678 41.0  0.0 41.0  466 465 
00 002 1 02 0 1 40  251.008  254.756 -32.575  662.682 1.116703 255.0  275.0 20.0  492 957 
00 003 1 03 0 4  4  42.375 -56.027 -252.112  87.315 0.783360 6.0 -89.0 95.0  316 1273 
00 004 1 04 0 4  4 -8.271  84.809 -146.674  338.942 0.933361 -44.0  103.0 147.0  59 1332 
00 005 1 05 0 2 24 -115.407 -78.906 -392.001  169.640 0.866694 -89.0 -69.0 20.0  492 1824 
00 006 1 06 0 1 40 -59.604 -88.988 -433.974  273.868 0.650021 -89.0 -130.0 41.0  466 2289 
00 007 1 07 0 2 24 -181.418 -192.174 -466.922  61.864 0.900031 -192.0 -184.0 8.0  499 2788 
00 008 1 08 0 1 40  6.579  54.288 -369.394  363.883 0.500003 54.0  10.0 44.0  460 3249 
00 009 1 09 0 3 11  127.419  116.010 -226.592  380.597 0.783359 100.0  111.0 11.0  498 3746 
00 010 1 10 0 2 24  90.503  131.468 -104.883  450.325 1.283374 115.0  137.0 22.0  490 4236 
00 011 1 11 0 2 24  76.116  78.053 -216.617  342.381 1.316701 112.0  119.0 7.0  499 4735 
00 012 1 12 0 2 24 -5.014  3.945 -203.923  229.601 0.866692 32.0  13.0 19.0  493 5228 
00 013 1 13 0 3 11 -102.990 -71.797 -257.605  352.401 0.983362 -102.0 -45.0 57.0  434 5662 
00 014 1 14 0 4  4 -127.889 -90.673 -230.945  67.369 0.766692 -140.0 -26.0 114.0  235 5896 
00 015 1 15 0 4  4 -106.423 -204.517 -281.642 -102.544 0.733351 -116.0 -167.0 51.0  447 6343 
00 016 1 16 0 4  4 -39.236 -6.784 -218.066  128.368 1.816716 -48.0  7.0 55.0  438 6782 
00 017 1 17 0 4  4 -127.182 -137.709 -154.213 -107.098 0.783358 -136.0 -122.0 14.0  496 7278 
00 018 1 18 0 4  4  39.825  50.014 -39.483  176.453 1.066702 3.0  61.0 58.0  431 7709 
00 019 1 19 0 4  4  24.530  67.590 -39.579  135.873 0.683356 23.0  56.0 33.0  478 8187 
00 020 1 20 0 3 11  274.538  295.952  65.370  520.973 1.000036 292.0  320.0 28.0  484 8671 
00 021 1 21 0 1 40  74.598  76.891 -194.303  408.258 0.983366 77.0  69.0 8.0  499 9169 
00 022 1 22 0 4  4 -24.124  95.827 -232.136  409.985 0.833358 -37.0  86.0 123.0  191 9361 
00 023 1 23 0 3 11  153.481  220.913 -108.956  384.372 0.916702 169.0  241.0 72.0  394 9755 
00 024 1 24 0 1 40  46.788  49.607 -207.782  324.235 1.050036 50.0  50.0 0.0  500 10255 
00 025 1 25 0 4  4 -115.647 -147.785 -335.451  59.213 1.066701 -105.0 -143.0 38.0  471 10725 
