00 001 1 01 0 3 10  88 0.880 20.939 837 70.0 -18.0  119 119 
00 002 1 02 0 2 30  96 0.960 57.381 957 90.0 -6.0  191 310 
00 003 1 03 0 3 10  41 0.410 5.603 661 40.0 -1.0  200 510 
00 004 1 04 0 2 30  68 0.680 5.168 737 53.0 -15.0  144 654 
00 005 1 05 0 2 30  56 0.560 3.529 749 55.0 -1.0  200 854 
00 006 1 06 0 2 30  66 0.660 3.495 775 59.0 -7.0  188 1042 
00 007 1 07 0 3 10  63 0.630 2.174 734 52.0 -11.0  170 1212 
00 008 1 08 0 4  1  65 0.650 2.559 720 50.0 -15.0  144 1356 
00 009 1 09 0 4  1  55 0.550 2.442 755 56.0 1.0  200 1556 
00 010 1 10 0 2 30  87 0.870 1.171 770 58.0 -29.0 -10 1546 
00 011 1 11 0 1 60  59 0.590 2.492 754 56.0 -3.0  198 1744 
00 012 1 12 0 3 10  69 0.690 1.656 777 60.0 -9.0  180 1924 
00 013 1 13 0 1 60  52 0.520 2.525 754 56.0 4.0  196 2120 
00 014 1 14 0 3 10  85 0.850 3.562 858 73.0 -12.0  164 2284 
00 015 1 15 0 2 30  42 0.420 1.187 789 62.0 20.0  100 2384 
00 016 1 16 0 4  1  68 0.680 1.522 720 50.0 -18.0  119 2503 
00 017 1 17 0 2 30  64 0.640 1.589 802 64.0 0.0  200 2703 
00 018 1 18 0 3 10  64 0.640 2.024 799 63.0 -1.0  200 2903 
00 019 1 19 0 3 10  65 0.650 1.104 844 71.0 6.0  191 3094 
00 020 1 20 0 3 10  93 0.930 3.111 844 71.0 -22.0  79 3173 
