00 001 1 01 0 1 60  54 0.540 1.766 819 80.0 26.0  31 31 
00 002 1 02 0 4  1  57 0.570 1.300 808 78.0 21.0  90 121 
00 003 1 03 0 1 60  76 0.760 1.500 801 77.0 1.0  200 321 
00 004 1 04 0 4  1  53 0.530 1.000 793 76.0 23.0  68 389 
00 005 1 05 0 3 15  52 0.520 1.500 793 76.0 24.0  56 445 
00 006 1 06 0 3 15  84 0.840 1.033 780 73.0 -11.0  170 615 
00 007 1 07 0 4  1  80 0.800 0.933 798 76.0 -4.0  196 811 
00 008 1 08 0 2 30  49 0.490 0.733 637 50.0 1.0  200 1011 
00 009 1 09 0 4  1  69 0.690 0.866 792 75.0 6.0  191 1202 
00 010 1 10 0 1 60  79 0.790 1.500 863 87.0 8.0  184 1386 
00 011 1 11 0 4  1  86 0.860 0.833 811 79.0 -7.0  188 1574 
00 012 1 12 0 2 30  89 0.890 1.666 875 89.0 0.0  200 1774 
00 013 1 13 0 3 15  93 0.930 1.666 881 90.0 -3.0  198 1972 
00 014 1 14 0 4  1  88 0.880 1.333 801 77.0 -11.0  170 2142 
00 015 1 15 0 1 60  63 0.630 0.933 668 55.0 -8.0  184 2326 
00 016 1 16 0 1 60  69 0.690 1.033 788 75.0 6.0  191 2517 
00 017 1 17 0 3 15  80 0.800 1.300 853 86.0 6.0  191 2708 
00 018 1 18 0 2 30  80 0.800 1.699 879 90.0 10.0  175 2883 
00 019 1 19 0 3 15  67 0.670 1.400 765 71.0 4.0  196 3079 
00 020 1 20 0 3 15  97 0.970 1.366 854 86.0 -11.0  170 3249 
00 021 1 21 0 2 30  43 0.430 0.566 640 50.0 7.0  188 3437 
00 022 1 22 0 3 15  79 0.790 0.733 698 60.0 -19.0  110 3547 
00 023 1 23 0 2 30  93 0.930 1.100 803 77.0 -16.0  136 3683 
00 024 1 24 0 1 60  42 0.420 1.433 599 43.0 1.0  200 3883 
00 025 1 25 0 1 60  94 0.940 1.400 907 95.0 1.0  200 4083 
00 026 1 26 0 2 30  94 0.940 1.433 903 94.0 0.0  200 4283 
00 027 1 27 0 2 30  85 0.850 1.333 877 90.0 5.0  194 4477 
00 028 1 28 0 2 30  54 0.540 1.933 855 86.0 32.0 -56 4421 
00 029 1 29 0 3 15  88 0.880 0.800 767 71.0 -17.0  128 4549 
00 030 1 30 0 1 60  36 0.360 0.900 563 37.0 1.0  200 4749 
00 031 1 31 0 3 15  70 0.700 0.833 704 61.0 -9.0  180 4929 
00 032 1 32 0 2 30  52 0.520 0.533 640 50.0 -2.0  199 5128 
00 033 1 33 0 2 30  77 0.770 1.333 789 75.0 -2.0  199 5327 
00 034 1 34 0 2 30  67 0.670 1.233 720 63.0 -4.0  196 5523 
00 035 1 35 0 1 60  86 0.860 1.666 838 83.0 -3.0  198 5721 
00 036 1 36 0 1 60  69 0.690 1.533 674 56.0 -13.0  158 5879 
00 037 1 37 0 1 60  56 0.560 0.433 640 50.0 -6.0  191 6070 
00 038 1 38 0 2 30  91 0.910 1.400 848 85.0 -6.0  191 6261 
00 039 1 39 0 3 15  86 0.860 1.066 872 89.0 3.0  198 6459 
00 040 1 40 0 3 15  85 0.850 1.200 847 85.0 0.0  200 6659 
00 041 1 41 0 1 60  76 0.760 1.433 849 85.0 9.0  180 6839 
00 042 1 42 0 3 15  66 0.660 0.933 754 69.0 3.0  198 7037 
00 043 1 43 0 4  1  53 0.530 0.866 810 78.0 25.0  44 7081 
00 044 1 44 0 2 30  53 0.530 1.200 783 74.0 21.0  90 7171 
00 045 1 45 0 2 30  79 0.790 1.933 829 82.0 3.0  198 7369 
00 046 1 46 0 2 30  50 0.500 1.866 683 57.0 7.0  188 7557 
00 047 1 47 0 3 15  82 0.820 2.199 666 54.0 -28.0  4 7561 
00 048 1 48 0 2 30  62 0.620 0.933 780 73.0 11.0  170 7731 
00 049 1 49 0 1 60  72 0.720 1.166 792 75.0 3.0  198 7929 
00 050 1 50 0 2 30  90 0.900 1.000 832 82.0 -8.0  184 8113 
00 051 1 51 0 2 30  54 0.540 1.100 696 59.0 5.0  194 8307 
00 052 1 52 0 1 60  92 0.920 1.733 877 90.0 -2.0  199 8506 
00 053 1 53 0 1 60  55 0.550 0.700 640 50.0 -5.0  194 8700 
00 054 1 54 0 1 60  93 0.930 2.866 903 94.0 1.0  200 8900 
00 055 1 55 0 4  1  90 0.900 0.733 829 82.0 -8.0  184 9084 
00 056 1 56 0 4  1  56 0.560 1.133 834 82.0 26.0  31 9115 
00 057 2 01 0 1 60  31 0.310 1.233 528 31.0 0.0  200 9315 
00 058 2 02 0 3 15  83 0.830 0.900 829 82.0 -1.0  200 9515 
00 059 2 03 0 1 60  71 0.710 1.100 788 75.0 4.0  196 9711 
00 060 2 04 0 4  1  60 0.600 0.833 846 84.0 24.0  56 9767 
00 061 2 05 0 1 60  53 0.530 0.766 689 58.0 5.0  194 9961 
00 062 2 06 0 4  1  87 0.870 1.366 808 78.0 -9.0  180 10141 
00 063 2 07 0 1 60  74 0.740 1.066 841 84.0 10.0  175 10316 
00 064 2 08 0 4  1  76 0.760 0.833 817 80.0 4.0  196 10512 
00 065 2 09 0 2 30  91 0.910 1.100 903 94.0 3.0  198 10710 
00 066 2 10 0 3 15  70 0.700 1.833 848 85.0 15.0  144 10854 
00 067 2 11 0 3 15  26 0.260 2.699 454 19.0 -7.0  188 11042 
00 068 2 12 0 2 30  30 0.300 2.499 485 24.0 -6.0  191 11233 
00 069 2 13 0 2 30  68 0.680 1.766 782 74.0 6.0  191 11424 
00 070 2 14 0 1 60  71 0.710 1.566 779 73.0 2.0  199 11623 
00 071 2 15 0 1 60  86 0.860 0.866 827 81.0 -5.0  194 11817 
00 072 2 16 0 1 60  87 0.870 1.400 874 89.0 2.0  199 12016 
00 073 2 17 0 1 60  77 0.770 1.266 838 83.0 6.0  191 12207 
00 074 2 18 0 1 60  80 0.800 1.966 785 74.0 -6.0  191 12398 
00 075 2 19 0 1 60  60 0.600 1.500 678 56.0 -4.0  196 12594 
00 076 2 20 0 1 60  76 0.760 1.533 815 79.0 3.0  198 12792 
00 077 2 21 0 2 30  98 0.980 1.566 927 98.0 0.0  200 12992 
00 078 2 22 0 4  1  69 0.690 1.000 848 85.0 16.0  136 13128 
00 079 2 23 0 2 30  72 0.720 1.699 694 59.0 -13.0  158 13286 
00 080 2 24 0 2 30  67 0.670 0.800 715 63.0 -4.0  196 13482 
00 081 2 25 0 1 60  92 0.920 1.000 887 91.0 -1.0  200 13682 
00 082 2 26 0 3 15  93 0.930 1.566 851 85.0 -8.0  184 13866 
00 083 2 27 0 2 30  68 0.680 2.199 859 87.0 19.0  110 13976 
00 084 2 28 0 3 15  87 0.870 2.699 809 78.0 -9.0  180 14156 
00 085 2 29 0 1 60  82 0.820 1.666 855 86.0 4.0  196 14352 
00 086 2 30 0 3 15  60 0.600 1.033 693 59.0 -1.0  200 14552 
00 087 2 31 0 3 15  78 0.780 1.066 780 73.0 -5.0  194 14746 
00 088 2 32 0 3 15  85 0.850 1.300 845 84.0 -1.0  200 14946 
00 089 2 33 0 2 30  50 0.500 1.666 794 76.0 26.0  31 14977 
00 090 2 34 0 1 60  73 0.730 1.899 697 60.0 -13.0  158 15135 
00 091 2 35 0 3 15  74 0.740 0.966 758 70.0 -4.0  196 15331 
00 092 2 36 0 3 15  67 0.670 2.266 787 75.0 8.0  184 15515 
00 093 2 37 0 4  1  67 0.670 1.066 809 78.0 11.0  170 15685 
00 094 2 38 0 3 15  76 0.760 1.000 773 72.0 -4.0  196 15881 
00 095 2 39 0 1 60  55 0.550 0.966 671 55.0 0.0  200 16081 
00 096 2 40 0 4  1  91 0.910 1.833 776 73.0 -18.0  119 16200 
00 097 2 41 0 2 30  48 0.480 0.267 640 50.0 2.0  199 16399 
00 098 2 42 0 3 15  70 0.700 7.198 768 71.0 1.0  200 16599 
00 099 2 43 0 3 15  60 0.600 0.933 822 80.0 20.0  100 16699 
00 100 2 44 0 1 60  65 0.650 3.332 783 74.0 9.0  180 16879 
00 101 2 45 0 4  1  62 0.620 0.900 786 74.0 12.0  164 17043 
00 102 2 46 0 1 60  50 0.500 2.166 820 80.0 30.0 -25 17018 
00 103 2 47 0 3 15  53 0.530 0.733 772 72.0 19.0  110 17128 
00 104 2 48 0 3 15  41 0.410 1.633 665 54.0 13.0  158 17286 
